date,label,statement
2018-10-02,real,On Politics: ‘Comprehensive’ Kavanaugh Inquiry Must End by Friday
2019-01-24,real,"‘Never Look Away’ Review: A Lush Adventure in Sex, Politics and Painting"
2018-09-13,real,On Politics: F.D.A. Cracks Down on Vape Makers
2018-10-25,real,"On Politics: Explosive Devices Sent to Hillary Clinton, Barack Obama and CNN"
2019-01-11,real,"Gillibrand Hires New Aides, Signaling Presidential Run Is Imminent"
2018-10-28,real,Sri Lanka’s Political Crisis Turns Deadly
2018-09-20,real,On Politics With Lisa Lerer: Her Story? Or Theirs?
2018-10-05,real,On Politics With Lisa Lerer: Inside Murkowski’s Vote on Kavanaugh
2018-10-15,real,On Politics With Lisa Lerer: Doing What She Can
2019-01-03,real,"Learning With: ‘In Newly Divided Government, Who Will Control the Political Agenda?’"
2019-02-28,real,"Ed Buck, Political Activist, Is Accused of ‘Predatory Sexual Encounters’ in Wrongful-Death Lawsuit"
2018-10-11,real,"Goodbye, Political Spin, Hello Blatant Lies"
2019-04-11,real,"German State Drops Investigation Into Political Artist, but Outcry Keeps Growing"
2018-10-11,real,"Goodbye, Political Spin, Hello Blatant Lies"
2018-09-07,real,The Violence at the Heart of Our Politics
2018-10-05,real,On Politics With Lisa Lerer: Inside Murkowski’s Vote on Kavanaugh
2019-02-27,real,How the Mind-Body Connection Is Rewiring Our Politics
2019-02-28,real,"Ed Buck, Political Activist, Is Accused of ‘Predatory Sexual Encounters’ in Wrongful-Death Lawsuit"
2018-09-27,real,On Politics: Trump Calls Kavanaugh Accusations ‘All False’
2018-10-31,real,Political Mailer Prompts Charges of Anti-Semitism
2018-10-10,real,On Politics With Lisa Lerer: They’re Running? Not Yet. (But Yes.)
2018-11-28,real,On Politics: Hyde-Smith Secures Her Mississippi Senate Seat in Win Over Espy
2018-08-01,real,Need a Politics Cleanse? Go Ahead and Treat Yourself.
2018-10-10,real,On Politics With Lisa Lerer: They’re Running? Not Yet. (But Yes.)
2018-09-03,real,Mike Capuano Is in the Political Fight of His Life 
2018-08-18,real,The Biggest Stories in American Politics This Week
2018-10-18,real,On Politics: Pompeo’s Handling of the Khashoggi Case Casts Him in a New Light
2019-04-30,real,Oprah 'Quietly Figuring Out' How to Wield Her Political Clout in 2020
2018-09-13,real,On Politics With Lisa Lerer: Florence and Maria
2018-10-05,real,On Politics: 2 Key Republicans Signal Satisfaction With Kavanaugh Inquiry
2019-02-23,real,Russian Spy or Hustling Political Operative? The Enigmatic Figure at the Heart of Mueller’s Inquiry
2018-09-18,real,On Politics With Lisa Lerer: Kavanaugh’s Midterm Effect
2018-06-27,real,Janus Decision Reins in Unions’ Political Power
2018-10-01,real,On Politics With Lisa Lerer: Jeff Flake’s #Me Moment
2019-04-02,real,‘It Just Went Poof’: The Strange Aftermath of Virginia’s Cascade of Political Scandals
2018-06-27,real,Janus Decision Reins in Unions’ Political Power
2018-09-27,real,On Politics With Lisa Lerer: He Litigated. She Persuaded.
2018-10-24,real,On Politics: Justice O’Connor Announces Battle With Dementia and Recusal From Public Life
2018-10-12,real,Israelis and Palestinians: How U.S. Politics Has Evolved
2018-09-14,real,On Politics: Paul Manafort Is Said to Be Near a Plea Deal
2018-10-09,real,On Politics: Trump Campaign Aide Sought to Create Fake Online Profiles
2018-10-28,real,Religion and Right-Wing Politics: How Evangelicals Reshaped Elections
2019-02-07,real,Virginia Political Crisis Grows for Democrats and Republicans
2018-09-21,real,On Politics With Lisa Lerer: ‘I Found My Voice’
2018-01-08,real,From ‘Fire and Fury’ to Political Firestorm
2018-12-05,real,"In Funeral of Pomp and Pageantry, Nation Bids Farewell to George Bush"
2019-01-02,real,"In Newly Divided Government, Who Will Control the Political Agenda?"
2019-01-12,real,Kamala Harris Is Hard to Define Politically. Maybe That’s the Point.
2018-07-31,real,The Politics of ‘White Threat’
2019-02-25,real,Han Kang’s Novel Is a Politically Tinged Eulogy for a Dead Sister
2018-11-30,real,Bernie Sanders Steps Out With His Favored Political Partner: His Wife
2018-08-22,real,A Day of Political and Legal Drama
2018-11-10,real,Republicans Dominate State Politics. But Democrats Made a Dent This Year.
2018-08-22,real,A Day of Political and Legal Drama
2018-09-26,real,"On Politics With Lisa Lerer: Trump, Kavanaugh and the ‘Con Job’"
2018-09-22,real,Google C.E.O. Denies Allegations of Political Bias in Search Results
2019-02-05,real,"Weekly News Quiz for Students: Super Bowl, Political Scandal, Polar Vortex"
2018-09-17,real,"On Politics With Lisa Lerer: For G.O.P., Kavanaugh Is a No-Win Situation"
2018-11-21,real,A Fact-Checker’s Guide to Thanksgiving Politics
2018-10-11,real,On Politics: Former F.B.I. Lawyer Says Rosenstein’s Proposal to Tape Trump Was No Joke
2018-10-30,real,"Horacio Cardo, Illustrator With a Political Edge, Is Dead at 74"
2018-10-09,real,On Politics With Lisa Lerer: Impeach Kavanaugh? Both Sides Are Up for the Fight
2019-01-08,real,"Ed Buck, Political Activist, Faces Questions Over 2nd Dead Man in His Home in 2 Years"
2018-09-28,real,On Politics With Lisa Lerer: How the Kavanaugh Hearing Resonated With Readers
2019-01-08,real,"Ed Buck, Political Activist, Faces Questions Over 2nd Dead Man in His Home in 2 Years"
2018-11-30,real,Interior Secretary Unleashes Extraordinary Attack on Democratic Lawmaker
2019-04-29,real,"In ‘Spring,’ Ali Smith’s Series Takes Its Most Political Turn"
2018-09-05,real,Ayanna Pressley’s Victory: A Political Earthquake That Reflects a Changed Boston
2019-01-08,real,"German Man Confesses to Hacking Politicians’ Data, Officials Say"
2018-10-26,real,How a Hugely Popular Pretzel Bun Became a Political Minefield
2018-08-17,real,"In a Divided Era, One Thing Seems to Unite: Political Anger"
2018-09-05,real,Personal Loyalty. Political Whispers. And Edie Falco.
2018-07-05,real,Germany’s Political Crisis Has Just Begun
2018-12-05,real,"As OPEC Meets, Sizing Up Its Power and Its Politics"
2018-10-26,real,How a Hugely Popular Pretzel Bun Became a Political Minefield
2018-09-05,real,Personal Loyalty. Political Whispers. And Edie Falco.
2018-12-20,real,"Shan Goshorn, Whose Cherokee Art Was Political, Dies at 61"
2019-01-07,real,"With Elizabeth Warren Visit, Iowans Get the First Taste of 2020: ‘I’m Ready to Be Convinced’"
2019-01-09,real,"Rod Rosenstein, a Tough-on-Crime Conservative Thrust Into a Political Maelstrom"
2018-09-25,real,On Politics With Lisa Lerer: Jerry Brown Says We’re Doomed
2018-10-16,real,On Politics: Trump Says Saudi Journalist May Have Been Victim of ‘Rogue Killers’
2019-02-13,real,The Strange Experience of Being Australia’s First Tech Billionaires
2018-12-14,real,"In Recent Poetry Collections, Weapons Made of Words"
2018-12-14,real,"In Recent Poetry Collections, Weapons Made of Words"
2018-11-16,real,How Alexandria Ocasio-Cortez Is Bringing Her Instagram Followers Into the Political Process
2019-02-14,real,"With Procedural Maneuver, House G.O.P. Elevates Anti-Semitism as Political Issue"
2019-03-08,real,"At an Arizona Ranch, Desert Beauty with a Side of Border Politics"
2019-02-15,real,Why the Amazon Deal Collapsed: A Tech Giant Stumbles in N.Y.’s Raucous Political Arena
2019-02-06,real,"Trump, Political TV’s Protagonist, Now Has to Share the Spotlight"
2018-12-18,real,On Politics With Lisa Lerer: Republicans Got Their Health Care Wish. It Backfired.
2018-09-18,real,‘Les Huguenots’ Puts Religious Politics at Center Stage
2019-01-06,real,"Deconstructing the Wall: Teaching About the Symbolism, Politics and Reality of the U.S.-Mexico Border"
2018-07-05,real,Political Polarization Takes Hold of the Supreme Court
2018-07-14,real,This Week’s Biggest Stories in American Politics
2018-11-29,real,Federal Employees Are Warned Not to Discuss Trump ‘Resistance’ at Work
2019-01-06,real,"Deconstructing the Wall: Teaching About the Symbolism, Politics and Reality of the U.S.-Mexico Border"
2018-10-15,real,"When Sears Was Everywhere: Espionage, Politics and Fine Art "
2019-03-04,real,"China Accuses Two Canadians of Spying, Widening a Political Rift"
2019-01-23,real,"Cambodia Ruler’s Recipe for Youth Appeal? An 8,900-Pound Rice Cake"
2018-09-26,real,Jacinda Ardern’s Progressive Politics Made Her a Global Sensation. But Do They Work at Home?
2019-03-15,real,"As Elections Near, Duterte Adds Dozens Seeking Office to His Deadly Drug List"
2018-08-04,real,The Biggest Stories in American Politics This Week
2019-01-30,real,What Soybean Politics Tell Us About Argentina and China
2018-08-14,real,Everyone Has A Political Secret. What’s Yours?
2018-10-15,real,"When Sears Was Everywhere: Espionage, Politics and Fine Art "
2018-08-04,real,The Biggest Stories in American Politics This Week
2018-09-09,real,"Affairs, Pheasant Feathers and White House Stays: 6 Big Money-in-Politics Scandals"
2018-12-03,real,Quiet Casualty of Sri Lanka’s Political Crisis: A Sugar Tax
2018-09-24,real,On Politics With Lisa Lerer: Congress Has a Bad Reputation. Kavanaugh Isn’t Helping.
2018-11-06,real,What Do North Korean Gymnastics Say About Kim Jong-un’s Politics?
2018-10-26,real,"For Transgender Americans, the Political Gets Even More Personal"
2018-06-07,real,A How-To Guide for Politics
2018-08-10,real,Oil and New Leadership Raised Hope in Guyana. But Political Rifts Are Resurfacing.
2019-05-02,real,"The Future of A.I., According to Three New Books"
2018-10-18,real,"Andrew Gillum, a Florida Insider Running as a Progressive Outsider"
2018-12-27,real,Inside Facebook’s Secret Rulebook for Global Political Speech
2018-07-28,real,The Biggest Stories in American Politics This Week
2019-02-13,real,How the Parkland Shooting Led to a Generation’s Political Awakening
2018-07-21,real,"Brazil’s Military Strides Into Politics, by the Ballot or by Force"
2019-01-10,real,"Before Trump, Steve King Set the Agenda for the Wall and Anti-Immigrant Politics"
2018-02-20,real,The Destructive Dynamics of Political Tribalism
2018-10-27,real,"Trump, at Charlotte Rally, Tries to Rebuild Political ‘Momentum’ by Reviving Old Attacks"
2018-09-12,real,On Politics With Lisa Lerer: A Blue Wave You Haven’t Heard About
2018-10-27,real,"Trump, at Charlotte Rally, Tries to Rebuild Political ‘Momentum’ by Reviving Old Attacks"
2018-09-12,real,On Politics With Lisa Lerer: A Blue Wave You Haven’t Heard About
2018-11-27,real,Greens Thrive in Germany as the ‘Alternative’ to Far-Right Populism
2019-01-19,real,"Faced With Tough Words From China, Taiwan Rallies Around Its Leader"
2018-11-01,real,Living in New York and Sick of Political Ads? Blame New Jersey
2018-11-02,real,How Do You Talk to Children About Politics These Days? Try These Books.
2019-02-27,real,Chicago Is Picking a New Mayor. Either Outcome Will Make History.
2018-09-08,real,Thoughts for Very Wealthy Political Donors
2018-09-05,real,Ayanna Pressley and the Might of the Black Political Left
2018-07-03,real,The Political Earthquake About to Hit Germany
2018-11-02,real,Bribery Accusations Deepen Turmoil in Sri Lanka
2018-06-04,real,Politics and the Olympics
2018-08-11,real,What’s in a Name? A Political Taste Treat
2018-08-24,real,Another Round in Australia’s Political Churn
2019-04-02,real,Trudeau and Liberal Party Expel 2 Ex-Ministers at Center of Storm
2018-09-04,real,California Today: A New Home for the Study of Politics
2018-10-17,real,New York Today: The Proud Boys and Politics
2018-07-14,real,A Romantic Turnaround for Two Political Scientists
2018-11-09,real,"In ‘Becoming,’ Michelle Obama Mostly Opts for Empowerment Over Politics"
2018-08-06,real,"‘Race Politics Is Back,’ but What Does That Mean? "
2019-04-03,real,"If Trump Can Legally Block Critics on Twitter, Your Local Politician May Do It, Too"
2018-08-06,real,"‘Race Politics Is Back,’ but What Does That Mean? "
2018-12-12,real,A Poet Takes Aim at the Literary and Political Patriarchy
2017-12-09,real,The Scoundrel Theory of American Politics
2018-07-18,real,The Biggest Spender of Political Ads on Facebook? President Trump
2018-10-17,real,Fake News Is Poisoning Brazilian Politics. WhatsApp Can Stop It. 
2018-07-09,real,Trade Politics Comes to the County Fair
2018-06-01,real,How Robert Kennedy’s Assassination Changed American Politics
2018-08-24,real,"How a Political Machine Works: Candidates Running for 21 Seats, All Unaware"
2018-08-31,real,"In-N-Out’s Political Donation Attracts Boycott Calls, but Will It Matter?"
2018-06-11,real,"On Father’s Day, Skip the Politics"
2019-03-25,real,"2 Russian Military Planes Land in Venezuela, Exacerbating Political Tension"
2018-08-26,real,Duncan Hunter’s Political Promise Foiled by Hard Partying and a Corruption Scandal
2018-06-03,real,Some Good News — Seriously — About Politics
2018-11-02,real,Beto O’Rourke in Candle Wax. Ted Cruz in Acrylic. Meet the Crafters Who Love Politics.
2018-06-29,real,Here Are the Biggest Stories in American Politics This Week
2018-06-29,real,"As Their Publicists Cringe, Best-Selling Authors Enter the Political Fray"
2018-06-21,real,"A Day Care and a Dog Rescue Benefit: On Facebook, They Were Political Ads"
2018-05-30,real,Who’s Campaigning on Identity Politics?
2018-11-05,real,Review: A Sex Scandal Upends a Campaign in ‘The Front Runner’
2018-07-17,real,Obama Warns of ‘Strongman Politics’ After Trump’s Meeting With Putin
2018-12-11,real,A Short History of Political Red Faces Over Workers Without Green Cards
2018-09-29,real,How Do Christians Fit Into the Two-Party System? They Don’t
2018-11-21,real,Nick Ayers Is Rising Fast in Trump’s Washington. How Far Will He Go?
2019-02-14,real,Amazon’s Exit Forces a Reckoning for N.Y. Political Leaders
2018-10-24,real,‘Democrat. Fighter. Mother.’ Lucy McBath Is Redefining Social Justice in Politics.
2018-11-19,real,Two Pioneering Artists Discuss Motherhood and Machismo
2018-11-06,real,Why a Book Tour Is More Brutal Than a Political Campaign
2019-03-12,real,Feud Over Soccer Piracy Deepens as A.F.C. Ends BeIN Sports Contract
2018-09-22,real,Trump Galvanized a Movement of Women. Kavanaugh Is Testing It.
2018-06-02,real,The Californization of America
2019-03-12,real,Feud Over Soccer Piracy Deepens as A.F.C. Ends BeIN Sports Contract
2018-08-25,real,A Lot Happened This Week in American Politics. Here’s What You Need to Know. 
2018-10-27,real,"Sri Lanka’s President Suspends Parliament, Escalating Political Crisis"
2018-07-30,real,Infighting. Political Brawling. The New V.A. Secretary Is Inheriting a Mess
2018-05-30,real,Dinner Table Politics
2018-12-27,real,She Stood Up to Cuomo. Soon She’ll Be the First Woman to Lead the N.Y. Senate.
2018-10-26,real,Hungary Turned Far Right. That’s Meant Millions for Its Opera.
2019-01-17,real,Yalitza Aparicio of ‘Roma’ and the Politics of Stardom in Mexico
2018-10-31,real,"New Migrant Caravans Trek North, Ignoring Political Repercussions"
2018-11-15,real,What a Kenyan Slum Can Teach America About Politics
2018-01-26,real,Politics Shouldn’t Be Like Open Mic Night
2018-06-14,real,"To Keep Family Harmony, Don’t Talk Politics"
2018-11-09,real,"Country Music Will Talk About the Hurt, but Not the Politics"
2018-06-24,real,Politics Ensnare Mohamed Salah and Switzerland at the World Cup
2018-08-16,real,"Cut in Two, Genoa Finds Its Political Paralysis Now Eclipsed by Shock"
2018-12-06,real,Are Rural Voters the ‘Real’ Voters? Wisconsin Republicans Seem to Think So
2018-06-12,real,"In the Age of Trump, Mark Sanford’s Political Career Fades"
2018-09-07,real,Talking U.S. Politics and Mythical Beasts: The Canada Letter
2018-05-01,real,"Christian, Not ‘Political’"
2018-12-07,real,A Timely Dystopian Thriller With Sexual Assault and Political Corruption at Its Core
2018-05-01,real,"Christian, Not ‘Political’"
2018-05-25,real,Here Are the Biggest Stories in American Politics This Week 
2018-07-17,real,The Hidden (and Not So Hidden) Politics of the 2018 World Cup
2019-02-19,real,"Can a Republican Win a Citywide Race in N.Y.? Maybe, With Amazon’s Help"
2018-06-16,real,The Biggest Stories in American Politics This Week
2018-05-05,real,The Biggest Stories in American Politics This Week
2018-05-28,real,The Odd Political Alliance Behind Today’s Gerrymandering
2018-10-08,real,How The Times Avoids Conflicts of Interest in Book Reviews
2018-10-12,real,Michelle Obama Wanted Democrats to ‘Go High.’ Now They Aren’t So Sure.
2018-06-05,real,The California Primary as Gold Rush Politics
2018-11-04,real,"Shadow, and Support, of Government Follows Hungarian Opera"
2018-03-21,real,"A New Italy, Imagined by Artists and Demagogues"
2018-10-12,real,Michelle Obama Wanted Democrats to ‘Go High.’ Now They Aren’t So Sure.
2018-09-12,real,Review: ‘Reversing Roe’ Shows How Abortion Became Political
2018-06-21,real,‘Luke Cage’ Season 2: A New Villain and Respectability Politics
2018-10-02,real,"Review: ‘Moynihan’ Is a Conventional, Entertaining Political Documentary"
2019-04-15,real,How Ilhan Omar Fits Into Trump’s New Culture War
2018-06-22,real,The Week in Tech: Silicon Valley Gets Even More Political
2018-10-24,real,"In Two New Books, Unhappy Conservatives Ask: What Now?"
2018-09-12,real,Review: ‘Reversing Roe’ Shows How Abortion Became Political
2018-09-08,real,Twitter’s Flawed Solution to Political Polarization
2018-06-22,real,The Week in Tech: Silicon Valley Gets Even More Political
2018-09-25,real,"At the U.N., Trump Can’t Escape His Political Problems Back in Washington"
2018-06-09,real,The Biggest Stories in American Politics This Week
2018-11-20,real,"Rufus Wainwright and Ivo van Hove Talk Politics, Coming Out and Boarding School"
2018-10-04,real,"What Students Are Saying About: The Senate Hearing, Hobbies and Problematic Politics"
2018-06-01,real,Tech Was Supposed to Get Political. It’s Hanging Back in This Election.
2019-05-06,real,What Does ‘Electability’ Mean in the 2020 Race? Here Are 5 Theories
2017-11-29,real,When Politics Is Criminalized
2018-07-13,real,Nextdoor Is Betting a Social Network Can Still Be a Platform for Politics
2018-07-11,real,"Review: With Batsheva, Politics Inside and Outside the Joyce Theater"
2018-07-21,real,"Trump and Putin’s Meeting, the Aftermath and More Political Stories This Week"
2018-11-15,real,"European Court Vindicates Aleksei Navalny, Russian Opposition Leader"
2018-09-04,real,New York Today: Your Fall Political Preview
2018-06-02,real,Here’s What You Missed in American Politics
2018-10-29,real,‘The Fear Is Coming Back’ as Political Crisis Brings Sri Lanka to Brink
2018-02-05,real,Our Hackable Political Future
2018-09-02,real,"Political Year of the Woman? Been There, Done That, Oregon Says"
2018-10-20,real,Republicans Find a Facebook Workaround: Their Own Apps
2018-06-28,real,Alexandria Ocasio-Cortez Emerges as a Political Star
2018-10-26,real,What Our Extremist Politics Owe to Batman and Captain America
2018-02-05,real,Our Hackable Political Future
2018-10-26,real,Sri Lanka Faces Constitutional Crisis as President Unseats Prime Minister
2018-12-13,real,Chris Hayes’s Work Diary: ‘My Life Is an Unceasing Festival of Impatience’
2019-01-28,real,"Chris Christie’s Memoir Praises Trump, but Says, ‘I Told You So’"
2018-09-14,real,"For His Next Act, a Ukrainian Rock Star Looks to Politics"
2018-11-24,real,Marrying Him Was Political. Sponsoring His Visa Is for Love.
2018-11-22,real,N.Y. Democrats Vowed to Get Big Money Out of Politics. Will Big Money Interfere?
2018-07-10,real,A Mythical River Flows Through Indian Politics
2018-12-31,real,N.Y.’s New Attorney General Is Targeting Trump. Will Judges See a ‘Political Vendetta?’
2019-01-28,real,"Chris Christie’s Memoir Praises Trump, but Says, ‘I Told You So’"
2018-07-30,real,The Maps That Show That City vs. Country Is Not Our Political Fault Line 
2019-04-08,real,Trump’s Tradition of Broken Traditions
2019-05-02,real,Voters Like Joe Biden. But Are They in Love?
2018-06-26,real,Why Are So Many Political Parties Blowing Up? (Part 1)
2018-10-12,real,Migration and the Far Right Changed Europe. A German Vote Will Show How Much.
2018-05-12,real,Here Are the Biggest Stories in American Politics This Week
2018-09-14,real,Bombs and Bank Robberies: A Political Novel of the 1960s
2018-08-03,real,Notable Deaths 2018: Politics and Public Affairs
2018-08-03,real,Notable Deaths 2018: Politics and Public Affairs
2018-11-26,real,"Amid New York’s Blue Wave, a Republican County Resists"
2017-12-08,real,Can Steve Bannon Realign American Politics?
2019-04-25,real,Biden’s Campaign Will Test These 4 Ideas
2018-11-16,real,The Week in Tech: Amazon Finally Makes an HQ2 Decision
2018-04-28,real,Here Are the Biggest Stories in American Politics This Week 
2018-05-10,real,"These Women Mostly Ignored Politics. Now, Activism Is Their Job."
2018-05-30,real,"Dick Tuck, Democrats’ Political Prankster in Chief, Dies at 94"
2018-04-05,real,Buzzed: The Politics of Hair
2018-10-24,real,Politics for Dessert: How Ben & Jerry Are Trying to Flip Congress
2018-04-28,real,Here Are the Biggest Stories in American Politics This Week 
2019-03-14,real,"2 Days in Congress, 3 Trump Rejections"
2018-07-03,real,Where American Politics Can Still Work: From the Bottom Up
2018-07-20,real,Rep. John Faso Responds: Rap Music and Politics
2018-04-12,real,Signs of a Political Armageddon
2018-08-29,real,New York Today: When Acting Meets Politics
2018-06-29,real,"In U.S. and Europe, Migration Conflict Points to Deeper Political Problems"
2018-07-05,real,"Ed Schultz, Blunt-Spoken Political Talk-Show Host, Dies at 64"
2018-10-02,real,Amazon’s Wage Increase Comes Down to Cost vs. Political Capital for Investors
2018-05-13,real,What the Fastest Growth in the U.S. Means for Idaho Politics
2018-05-13,real,What the Fastest Growth in the U.S. Means for Idaho Politics
2018-09-15,real,"Boris Johnson, Eyes on Downing Street, Sets Political Fires"
2018-08-06,real,‘There’s No Law’: Political Crisis Sends Nicaraguans Fleeing
2018-05-04,real,Giuliani May Have Exposed Trump to New Legal and Political Perils
2018-10-16,real,"Pompeo, Politics, Charlottesville: Your Tuesday Evening Briefing"
2018-06-12,real,Trudeau’s Challenge: Managing Trump and Domestic Politics
2019-02-08,real,Jeff Bezos Said He Was a Victim of Extortion and Blackmail. What’s the Difference?
2019-01-18,real,Qatar Cuts Through Tension and Defenders to Beat Saudi Arabia
2018-08-29,real,Democratic Embrace of Diverse Candidates Collides With Barbed Politics of Trump Era
2019-04-01,real,Joe Biden in the Modern Age
2018-04-06,real,The Biggest Stories in American Politics This Week
2019-04-01,real,Joe Biden in the Modern Age
2018-08-29,real,Democratic Embrace of Diverse Candidates Collides With Barbed Politics of Trump Era
2018-08-28,real,Judges’ Ruling on Election Map Plunges North Carolina Politics Into Disarray
2018-09-29,real,Florence Silenced North Carolina’s Political Rancor. But for How Long?
2018-06-04,real,First Draft on Politics: A Special Edition for the California Primaries
2018-09-09,real,Andrew Cuomo Owes Cynthia Nixon an Apology
2018-07-18,real,When Did Talking About the Weather Become Political?
2018-10-26,real,"Living in a Van Plastered With Hate, Bombing Suspect Was Filled With Right-Wing Rage"
2018-11-06,real,"Muriel Manings, Dancer in a Politically Charged Era, Dies at 95"
2019-03-28,real,The Buttigieg Boomlet
2018-08-03,real,"Murder, Politics and Architecture: The Making of Madison Square Park"
2019-03-18,real,Elizabeth Warren Is Running an Ideas-First Campaign. Will It Work?
2019-02-25,real,California Doesn’t Like Trump. But It May Need Him.
2018-10-08,real,Taylor Swift Gets Political and More: Your Monday Pop Culture Cheat Sheet
2018-07-23,real,Trump’s New Target in the Politics of Fear: Citizenship 
2018-07-25,real,Brian Kemp Wins Georgia G.O.P. Runoff for Governor to Face Stacey Abrams
2018-07-30,real,"In Florida, Not All Politics Are Local, as Trump Shapes Governor’s Race"
2018-09-01,real,Ayanna Pressley Seeks Her Political Moment in a Changing Boston
2018-09-05,real,Delaware’s Heated Senate Race Threatens to Rip Apart Its Centrist Political Fabric
2018-10-31,real,‘The Front Runner’: When Sex in Politics Had the Power to Shock
2018-02-20,real,Kenya’s Political Turmoil Is a Tale of Fathers and Sons
2018-08-31,real,Beto O’Rourke Dreams of One Texas. Ted Cruz Sees Another Clearly.
2018-04-22,real,Inside One of America’s Ugliest Political Feuds: Cuomo vs. de Blasio
2018-04-03,real,A Wave of Young Women Running Campaigns (and Changing Politics)
2019-03-07,real,Revenge of the Moderates
2019-02-28,real,"Decision for 2020 Democrats: Should They Get in the Race Early, or Really Early?"
2017-11-01,real,Australia Has a Climate Change Lesson for the World
2019-02-06,real,The Right-Wing Pundit ‘Hashtag Triggering’ France
2018-07-10,real,"Brett Kavanaugh, a Conservative Stalwart in Political Fights and on the Bench"
2018-04-26,real,"For Catalans, a Day of Books, Roses and, of Course, Politics"
2018-08-31,real,Beto O’Rourke Dreams of One Texas. Ted Cruz Sees Another Clearly.
2018-10-10,real,"A Hurricane’s Coming, but Fear Not, the Governor Is Here. And Here. And Here."
2018-04-21,real,The Biggest Stories in American Politics This Week
